url,clicks_16mo,impressions_16mo,decision,target,reason
https://projects.roarsinc.com/,0,196,BLOCK,,"projects.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://projects.roarsinc.com/forgot-password,0,24,BLOCK,,"projects.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://meet.roarsinc.com/sales,0,24,BLOCK,,"meet.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://meet.roarsinc.com/static/js/3.chunk.js:590:16,0,13,BLOCK,,"meet.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://email.roarsinc.com/,0,9,BLOCK,,"email.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://notes.roarsinc.com/auth/,0,8,BLOCK,,"notes.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://email.roarsinc.com/?category/207/004/,0,2,BLOCK,,"email.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://email.roarsinc.com/?products/detail/264248444,0,2,BLOCK,,"email.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://email.roarsinc.com/?products/detail/220554010,0,2,BLOCK,,"email.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://email.roarsinc.com/?products/detail/286100666,0,2,BLOCK,,"email.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://email.roarsinc.com/?category/212/003/,0,2,BLOCK,,"email.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://email.roarsinc.com/?category/201/004/,0,2,BLOCK,,"email.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://email.roarsinc.com/?products/detail/29106676,0,2,BLOCK,,"email.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/ajax/productstorestocklist/?sku=37578640&pref_cd,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/216/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/ajax/productstorestocklist/?sku=46190888&my_store=1,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/206/001/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/208/007/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/ajax/productstorestocklist/?sku=60174743&pref_cd,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/205/009/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/ajax/productstorestocklist/?sku=30482491&lat,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/312655727,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/213/015/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/192161686,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/205/010/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/213401575,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/246831171,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/207/001/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/208/002/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/205/004/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/224/001/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/218/005/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/209/002/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/220/004/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/44327020,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/41866313,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/208/001/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/27889868,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://email.roarsinc.com/?products/detail/41322373,0,1,BLOCK,,"email.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/217/004/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://email.roarsinc.com/?category/201/003/,0,1,BLOCK,,"email.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/84724646,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/226/010/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/223/010/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/208/003/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/212/015/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/16450313,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/135685808,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/223/013/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/294307535,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/51491353,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/166172404,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/202/002/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/207/013/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/205037656,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/51906030,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/207/020/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/207/003/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/212/013/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/34177040,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/186596545,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/155783464,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/206/006/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/201/008/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/223/001/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/204/011/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/205/012/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/category/206/012/,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/products/detail/213862505,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/info/wcontents/guide_shitadori.html,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/info/wcontents/guide_tokushou.html,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/info/wcontents/guide_point.html,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/info/wcontents/kadenho.html,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/info/wcontents/guide_dlsoft.html,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/info/wcontents/guide_pay.html,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/info/wcontents/guide_haisou.html,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
https://dev.roarsinc.com/info/wcontents/kouji.html,0,1,BLOCK,,"dev.roarsinc.com should never be indexed. Fix at server, not by redirect."
